GEO_ID_TEX,GEO_ID_DBL,NAME,Total_Population,Total_Male,Total_Female,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E
1500000US360050067002,360050067002,"Block Group 2, Census Tract 67, Bronx County, New York",2091,1076,1015,74,121,58,35,24,0,0,92,69,144,43,43,116,58,182,17,0,0,0,0,0,0,0,131,127,52,86,0,59,0,19,111,78,81,47,67,47,15,0,0,0,28,0,0,0,67
1500000US360050398001,360050398001,"Block Group 1, Census Tract 398, Bronx County, New York",1450,674,776,0,57,11,23,20,0,53,26,15,41,22,29,79,73,12,24,90,22,10,20,36,0,11,38,66,63,21,10,0,0,0,29,86,11,85,88,43,63,61,44,10,10,37,0,0,11
1500000US360050210016,360050210016,"Block Group 6, Census Tract 210.01, Bronx County, New York",1495,778,717,77,44,21,0,12,0,0,52,64,38,59,69,103,78,61,0,0,0,34,27,0,0,39,164,31,0,0,0,0,0,0,53,88,123,46,1,19,71,40,38,0,0,25,18,0,0
1500000US360050393005,360050393005,"Block Group 5, Census Tract 393, Bronx County, New York",690,189,501,0,0,13,0,0,0,0,0,32,20,0,0,20,0,0,0,0,0,0,9,59,0,36,48,51,62,0,0,0,17,0,0,0,22,16,13,15,0,0,0,0,16,126,12,54,49
1500000US360050218005,360050218005,"Block Group 5, Census Tract 218, Bronx County, New York",484,204,280,0,0,20,0,0,0,0,20,0,0,25,0,0,52,0,19,22,14,13,0,19,0,0,51,20,20,0,0,0,0,16,0,0,21,0,14,23,17,0,0,0,53,0,31,0,14
1500000US360050135002,360050135002,"Block Group 2, Census Tract 135, Bronx County, New York",1463,486,977,41,119,45,21,38,23,0,28,15,12,15,34,25,0,0,0,27,0,0,17,12,14,0,81,42,104,82,45,0,0,0,34,22,131,44,81,74,33,0,54,11,0,69,45,25,0
1500000US360050204002,360050204002,"Block Group 2, Census Tract 204, Bronx County, New York",1048,497,551,102,38,29,15,0,38,0,25,37,10,73,19,15,35,14,18,0,0,7,0,22,0,0,32,56,50,15,16,0,21,0,38,83,24,0,32,41,0,0,19,38,2,40,24,0,20
1500000US360050300001,360050300001,"Block Group 1, Census Tract 300, Bronx County, New York",1289,762,527,0,16,112,16,0,0,0,60,75,164,39,55,78,59,17,32,0,0,0,9,11,19,0,170,0,30,0,0,0,0,0,0,78,38,0,39,51,0,20,33,11,33,10,14,0,0
1500000US360050415005,360050415005,"Block Group 5, Census Tract 415, Bronx County, New York",1866,947,919,56,86,0,66,14,0,0,126,125,53,172,67,50,49,23,12,0,0,0,0,0,48,0,85,54,89,0,0,58,0,50,13,110,0,98,105,97,20,51,0,0,22,67,0,0,0
1500000US360050224041,360050224041,"Block Group 1, Census Tract 224.04, Bronx County, New York",918,394,524,0,19,13,0,0,0,0,27,110,58,16,42,8,39,42,4,11,0,0,5,0,0,0,31,0,51,59,29,0,0,30,42,44,76,36,7,7,28,34,24,0,5,0,10,0,11
1500000US360050027011,360050027011,"Block Group 1, Census Tract 27.01, Bronx County, New York",1370,551,819,21,45,66,8,18,39,0,61,72,33,55,0,35,13,18,20,11,8,0,9,0,0,19,68,89,80,38,28,0,23,10,78,17,27,56,70,58,40,21,22,16,21,18,9,30,0
1500000US360050225005,360050225005,"Block Group 5, Census Tract 225, Bronx County, New York",811,369,442,0,0,23,0,49,0,35,30,74,0,60,0,0,45,53,0,0,0,0,0,0,0,0,29,53,49,46,14,0,0,0,0,25,23,24,78,47,0,0,42,0,12,0,0,0,0
1500000US360050217004,360050217004,"Block Group 4, Census Tract 217, Bronx County, New York",928,449,479,70,20,47,72,0,0,21,0,7,49,30,0,21,0,71,15,8,18,0,0,0,0,0,28,53,48,0,28,11,0,28,54,19,80,0,12,20,10,9,7,0,8,38,16,10,0
1500000US360050019001,360050019001,"Block Group 1, Census Tract 19, Bronx County, New York",1702,783,919,137,24,18,16,22,6,9,73,73,133,55,61,25,60,26,7,5,16,9,8,0,0,0,45,151,50,26,12,7,16,25,121,130,102,39,70,39,38,19,29,0,0,0,0,0,0
1500000US360050436001,360050436001,"Block Group 1, Census Tract 436, Bronx County, New York",927,524,403,9,31,19,34,27,0,0,52,54,9,72,74,19,0,63,11,0,7,8,0,18,10,7,29,17,24,9,11,0,0,10,14,12,58,26,11,59,17,24,0,9,11,17,17,28,0
1500000US360050395002,360050395002,"Block Group 2, Census Tract 395, Bronx County, New York",876,459,417,38,9,4,0,5,0,0,16,43,40,36,28,0,105,52,15,24,0,33,0,11,0,0,23,11,0,8,43,0,0,59,24,26,42,18,20,36,26,22,17,6,0,36,0,0,0
1500000US360050413007,360050413007,"Block Group 7, Census Tract 413, Bronx County, New York",1241,672,569,90,38,64,20,13,0,0,73,0,43,63,9,47,30,41,0,36,0,18,5,19,50,13,0,0,39,12,0,0,0,0,38,75,52,23,0,108,21,66,17,16,48,16,0,38,0
1500000US360050197002,360050197002,"Block Group 2, Census Tract 197, Bronx County, New York",1788,869,919,17,89,45,44,15,0,49,35,90,105,0,90,32,91,0,0,47,0,0,69,25,0,26,16,77,198,0,32,0,0,70,44,138,60,28,21,85,62,13,0,22,0,0,0,0,53
1500000US360050381006,360050381006,"Block Group 6, Census Tract 381, Bronx County, New York",2406,1040,1366,181,171,25,74,0,13,0,0,21,60,97,84,72,27,110,0,24,31,0,50,0,0,0,182,124,115,155,25,0,104,52,170,27,125,67,42,43,48,13,32,31,11,0,0,0,0
1500000US360050153002,360050153002,"Block Group 2, Census Tract 153, Bronx County, New York",1076,434,642,106,57,24,0,21,0,0,38,49,47,0,16,0,0,23,2,51,0,0,0,0,0,0,28,67,36,34,0,56,0,64,81,138,32,0,14,76,0,0,3,0,0,0,0,4,9
1500000US360050189001,360050189001,"Block Group 1, Census Tract 189, Bronx County, New York",2017,837,1180,49,73,90,50,8,0,16,37,41,57,122,79,8,9,0,49,0,0,44,0,0,0,105,128,101,144,90,54,11,0,51,125,92,71,65,108,52,62,0,0,0,0,0,0,26,0
1500000US360050063002,360050063002,"Block Group 2, Census Tract 63, Bronx County, New York",326,177,149,0,0,13,11,0,0,0,0,0,0,0,16,42,18,36,11,20,0,0,10,0,0,0,0,0,0,0,0,0,0,15,27,10,21,0,16,0,18,17,13,0,12,0,0,0,0
1500000US360050237033,360050237033,"Block Group 3, Census Tract 237.03, Bronx County, New York",1062,442,620,45,123,90,0,0,0,0,0,90,29,0,25,27,0,13,0,0,0,0,0,0,0,0,89,37,9,10,57,0,0,21,145,65,36,9,25,25,24,12,15,0,16,0,14,0,11
1500000US360050216023,360050216023,"Block Group 3, Census Tract 216.02, Bronx County, New York",2359,998,1361,121,45,38,23,0,21,25,20,76,128,105,35,36,102,19,54,78,0,0,38,18,16,0,40,5,91,28,26,26,0,110,107,93,94,99,66,115,63,92,0,61,84,50,51,25,35
1500000US360050127012,360050127012,"Block Group 2, Census Tract 127.01, Bronx County, New York",932,453,479,15,32,29,39,10,0,5,50,45,27,27,15,32,63,11,0,0,14,0,22,12,5,0,3,31,19,8,35,10,0,25,73,22,20,11,64,48,61,3,13,3,8,2,4,16,0
1500000US360050210012,360050210012,"Block Group 2, Census Tract 210.01, Bronx County, New York",34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US360050019004,360050019004,"Block Group 4, Census Tract 19, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US360050254001,360050254001,"Block Group 1, Census Tract 254, Bronx County, New York",1141,471,670,44,27,24,0,10,8,14,7,29,54,71,22,30,15,18,14,11,7,7,11,17,0,31,52,43,16,11,5,0,2,32,51,36,50,48,35,27,33,33,6,22,15,12,42,43,56
1500000US360050039003,360050039003,"Block Group 3, Census Tract 39, Bronx County, New York",1094,587,507,0,62,31,0,39,0,46,0,0,0,0,32,56,33,75,0,30,28,25,18,112,0,0,70,30,71,0,0,0,0,36,0,5,62,27,97,25,0,6,0,6,18,0,0,14,40
1500000US360050177022,360050177022,"Block Group 2, Census Tract 177.02, Bronx County, New York",1845,868,977,117,75,45,73,31,59,21,30,43,59,49,55,26,99,0,32,13,0,0,10,0,20,11,20,180,65,50,27,0,33,75,65,47,74,78,88,21,44,8,19,0,0,52,0,21,10
1500000US360050243004,360050243004,"Block Group 4, Census Tract 243, Bronx County, New York",1542,658,884,75,72,15,108,26,0,0,0,39,89,70,21,26,48,10,0,4,13,33,9,0,0,0,81,36,72,21,28,22,75,31,0,111,72,9,29,164,40,0,43,9,0,17,15,9,0
1500000US360050025003,360050025003,"Block Group 3, Census Tract 25, Bronx County, New York",1400,857,543,60,85,45,69,27,0,0,31,11,26,126,56,27,56,50,38,22,30,0,29,69,0,0,42,59,21,0,20,0,0,0,35,98,19,0,44,52,33,27,21,0,0,17,47,0,8
1500000US360050183011,360050183011,"Block Group 1, Census Tract 183.01, Bronx County, New York",1720,884,836,35,37,67,15,14,19,27,0,122,54,37,67,36,60,12,31,32,29,56,25,66,0,43,52,15,66,13,26,0,0,42,32,47,39,47,75,69,34,15,35,19,0,0,100,63,47
1500000US360050235022,360050235022,"Block Group 2, Census Tract 235.02, Bronx County, New York",936,418,518,0,0,92,47,0,35,0,0,0,8,14,35,41,12,8,0,0,8,25,59,18,16,0,17,21,53,10,42,13,21,0,22,51,17,9,39,29,13,11,16,27,23,26,32,7,19
1500000US360050173002,360050173002,"Block Group 2, Census Tract 173, Bronx County, New York",631,317,314,0,0,0,66,0,0,0,16,19,36,82,5,65,0,15,0,0,13,0,0,0,0,0,4,0,113,0,0,0,0,20,4,44,16,69,0,0,0,0,0,0,0,0,44,0,0
1500000US360050399015,360050399015,"Block Group 5, Census Tract 399.01, Bronx County, New York",746,401,345,76,55,60,7,0,0,55,52,8,29,34,21,1,1,0,0,0,0,0,0,2,0,0,50,13,0,0,23,0,0,10,18,47,0,80,16,0,12,22,20,0,16,0,18,0,0
1500000US360050302006,360050302006,"Block Group 6, Census Tract 302, Bronx County, New York",151,99,52,0,0,0,38,0,0,0,0,0,0,0,0,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,17,0
1500000US360050414001,360050414001,"Block Group 1, Census Tract 414, Bronx County, New York",1278,604,674,30,37,78,0,0,37,0,0,0,16,96,10,33,49,63,24,29,23,52,0,27,0,0,3,9,45,0,0,0,6,15,0,41,117,0,51,74,90,0,80,28,14,14,76,11,0
1500000US360050373003,360050373003,"Block Group 3, Census Tract 373, Bronx County, New York",1080,455,625,0,10,0,0,0,0,0,85,38,13,23,26,0,58,114,38,20,0,0,0,30,0,0,108,108,54,0,0,0,0,0,84,48,7,0,34,62,14,26,0,0,56,0,0,24,0
1500000US360050163001,360050163001,"Block Group 1, Census Tract 163, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US360050051002,360050051002,"Block Group 2, Census Tract 51, Bronx County, New York",3146,1247,1899,60,217,118,155,20,0,49,102,175,147,11,9,21,12,83,7,14,26,0,0,10,0,11,144,226,58,89,133,37,0,76,145,186,127,165,74,123,84,61,41,13,0,45,31,41,0
1500000US360050199001,360050199001,"Block Group 1, Census Tract 199, Bronx County, New York",1751,806,945,28,72,139,0,51,0,44,75,47,158,17,54,54,32,0,0,0,0,0,15,20,0,0,36,23,111,0,0,0,0,48,97,150,76,103,78,50,22,93,0,39,0,19,0,0,0
1500000US360050119004,360050119004,"Block Group 4, Census Tract 119, Bronx County, New York",902,367,535,22,19,51,16,23,13,17,20,0,0,0,21,58,38,17,0,0,11,0,29,12,0,0,24,31,18,0,21,0,16,21,79,0,0,27,31,29,24,0,17,8,40,61,9,0,79
1500000US360050019003,360050019003,"Block Group 3, Census Tract 19, Bronx County, New York",902,494,408,63,43,15,0,5,0,7,13,35,79,40,40,18,33,69,0,13,0,14,0,7,0,0,42,52,26,7,13,13,0,4,27,67,41,29,18,30,12,5,0,0,0,0,7,15,0
1500000US360050041003,360050041003,"Block Group 3, Census Tract 41, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US360050233013,360050233013,"Block Group 3, Census Tract 233.01, Bronx County, New York",965,411,554,37,87,41,0,14,0,0,14,57,17,25,0,0,40,28,17,16,0,18,0,0,0,0,86,55,19,0,36,0,0,67,94,0,26,28,36,82,0,0,0,0,10,0,15,0,0
1500000US360050166002,360050166002,"Block Group 2, Census Tract 166, Bronx County, New York",678,350,328,30,25,27,17,23,0,0,27,9,33,31,37,10,43,17,2,5,10,4,0,0,0,0,28,12,16,20,0,0,0,23,0,15,33,18,16,35,12,2,32,13,10,12,5,5,21
1500000US360050338002,360050338002,"Block Group 2, Census Tract 338, Bronx County, New York",607,402,205,69,18,27,13,28,0,0,22,54,18,85,0,0,15,24,0,0,0,0,14,15,0,0,22,14,0,0,0,34,0,12,15,20,17,19,11,0,28,13,0,0,0,0,0,0,0
1500000US360050083006,360050083006,"Block Group 6, Census Tract 83, Bronx County, New York",680,292,388,14,25,8,0,0,0,0,0,39,53,23,29,25,41,0,0,35,0,0,0,0,0,0,48,34,15,0,15,0,0,10,42,63,11,40,8,0,28,0,0,31,0,14,20,4,5
1500000US360050276001,360050276001,"Block Group 1, Census Tract 276, Bronx County, New York",4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1500000US360050295001,360050295001,"Block Group 1, Census Tract 295, Bronx County, New York",1830,834,996,18,10,0,0,38,0,0,80,181,34,53,38,0,117,53,0,26,69,36,21,17,21,22,70,55,0,48,0,0,0,62,114,40,29,36,82,92,55,0,15,44,44,27,92,48,43
1500000US360050224032,360050224032,"Block Group 2, Census Tract 224.03, Bronx County, New York",2389,1023,1366,56,66,30,17,20,0,0,14,107,127,124,141,11,81,66,37,20,15,42,21,9,19,0,33,55,157,102,43,33,25,11,82,168,146,59,53,65,46,0,31,32,86,9,62,39,29
1500000US360050255002,360050255002,"Block Group 2, Census Tract 255, Bronx County, New York",2847,1478,1369,169,193,63,42,30,56,0,79,201,160,109,153,34,157,0,0,0,0,0,32,0,0,0,56,28,267,109,65,38,0,91,95,98,82,42,154,64,32,15,0,16,57,19,21,20,0
1500000US360050024001,360050024001,"Block Group 1, Census Tract 24, Bronx County, New York",172,121,51,0,32,0,0,0,0,0,0,51,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,37,5,0,0,0,0,0,0,0,0,0,0,0,0
1500000US360050273003,360050273003,"Block Group 3, Census Tract 273, Bronx County, New York",2720,1146,1574,240,134,33,31,0,0,0,0,117,32,74,5,97,56,10,20,63,54,21,39,84,11,25,83,123,58,64,0,0,71,113,254,85,109,63,0,117,143,5,77,80,6,64,13,46,0
1500000US360050218004,360050218004,"Block Group 4, Census Tract 218, Bronx County, New York",875,317,558,34,0,67,0,0,0,0,0,41,31,37,0,0,0,89,0,0,0,9,0,0,9,0,0,28,0,0,9,0,0,125,37,120,10,23,65,32,73,0,20,0,0,0,8,8,0
1500000US360050232002,360050232002,"Block Group 2, Census Tract 232, Bronx County, New York",1492,705,787,79,26,72,40,23,29,0,40,12,43,21,44,60,37,42,26,14,27,28,0,2,37,3,48,81,65,10,26,24,16,42,45,74,66,46,38,44,44,0,16,0,13,13,34,26,16
1500000US360050251005,360050251005,"Block Group 5, Census Tract 251, Bronx County, New York",1404,705,699,15,75,28,0,0,42,0,0,47,179,98,15,16,54,20,0,22,45,18,0,0,31,0,88,104,36,12,0,0,0,0,157,64,16,0,35,28,73,0,0,0,0,60,26,0,0
1500000US360050161004,360050161004,"Block Group 4, Census Tract 161, Bronx County, New York",1174,455,719,57,65,12,36,0,0,12,0,29,30,42,31,13,30,31,29,0,26,0,0,12,0,0,99,63,13,12,59,0,0,12,67,33,12,44,0,36,88,10,27,7,18,71,30,0,18
1500000US360050269001,360050269001,"Block Group 1, Census Tract 269, Bronx County, New York",1124,492,632,41,20,44,51,42,19,20,0,0,31,48,12,45,49,30,0,0,0,2,25,13,0,0,34,43,21,35,23,0,0,20,47,79,88,4,25,70,3,31,33,2,12,24,13,0,25
1500000US360050389005,360050389005,"Block Group 5, Census Tract 389, Bronx County, New York",744,291,453,27,19,30,0,19,0,0,38,44,40,33,41,0,0,0,0,0,0,0,0,0,0,0,102,42,36,37,0,0,24,0,36,76,27,37,20,0,0,7,0,9,0,0,0,0,0
1500000US360050123003,360050123003,"Block Group 3, Census Tract 123, Bronx County, New York",1060,434,626,19,4,88,50,0,0,0,82,5,12,0,18,0,23,27,43,36,13,0,14,0,0,0,30,60,0,13,37,22,0,16,22,32,56,15,84,39,86,22,12,0,34,31,5,10,0
1500000US360050079002,360050079002,"Block Group 2, Census Tract 79, Bronx County, New York",588,238,350,0,0,22,16,8,17,0,0,82,0,21,0,38,18,0,0,16,0,0,0,0,0,0,58,98,0,0,6,0,0,4,10,0,36,0,15,51,14,44,0,14,0,0,0,0,0
1500000US360050205014,360050205014,"Block Group 4, Census Tract 205.01, Bronx County, New York",1535,901,634,76,92,42,31,0,38,0,63,47,179,63,54,0,30,0,69,21,33,0,4,15,44,0,89,0,31,24,55,21,0,0,105,72,0,0,86,16,24,10,0,17,15,33,36,0,0
1500000US360050145004,360050145004,"Block Group 4, Census Tract 145, Bronx County, New York",1870,980,890,114,40,61,22,0,0,0,47,34,24,50,47,188,144,139,23,28,19,0,0,0,0,0,120,88,113,100,51,84,0,0,0,62,118,40,37,43,0,0,0,34,0,0,0,0,0
1500000US360050121012,360050121012,"Block Group 2, Census Tract 121.01, Bronx County, New York",1831,870,961,80,49,53,39,8,6,0,48,159,43,46,81,63,30,45,35,21,6,26,17,6,9,0,71,73,38,31,39,26,0,49,97,100,71,63,89,70,25,39,10,12,14,18,20,0,6
1500000US360050399023,360050399023,"Block Group 3, Census Tract 399.02, Bronx County, New York",1081,356,725,15,16,30,0,20,11,0,10,19,69,0,39,12,42,19,9,24,0,21,0,0,0,0,97,34,17,23,19,20,24,32,87,39,16,72,73,50,33,0,7,17,18,13,24,10,0
1500000US360050074003,360050074003,"Block Group 3, Census Tract 74, Bronx County, New York",1256,464,792,11,29,13,0,0,0,0,9,44,0,41,0,13,27,55,33,40,0,69,21,47,12,0,58,75,43,0,13,0,0,14,43,43,12,52,0,28,44,85,31,40,66,56,20,32,37
1500000US360050419001,360050419001,"Block Group 1, Census Tract 419, Bronx County, New York",1777,958,819,47,117,43,43,20,0,0,24,105,64,101,140,0,75,23,23,75,0,0,26,0,32,0,0,101,39,44,0,0,0,0,33,151,58,0,40,147,24,26,24,0,19,14,99,0,0
1500000US360050227021,360050227021,"Block Group 1, Census Tract 227.02, Bronx County, New York",1617,894,723,84,48,64,64,25,24,30,30,65,45,74,33,77,60,69,0,31,0,9,24,0,38,0,17,65,32,34,0,8,10,24,130,79,55,23,69,32,58,0,26,17,8,7,12,8,9
1500000US360050159002,360050159002,"Block Group 2, Census Tract 159, Bronx County, New York",350,182,168,0,27,5,0,16,5,0,8,0,0,59,22,10,24,0,0,0,6,0,0,0,0,0,0,0,0,4,28,0,0,0,9,0,5,0,27,26,0,6,14,0,15,26,0,8,0
1500000US360050222004,360050222004,"Block Group 4, Census Tract 222, Bronx County, New York",1146,589,557,34,7,16,4,29,31,0,8,40,38,52,68,29,71,66,40,8,0,0,30,18,0,0,40,18,77,39,7,0,7,66,0,44,86,17,58,46,37,0,0,0,0,15,0,0,0
1500000US360050133004,360050133004,"Block Group 4, Census Tract 133, Bronx County, New York",1307,527,780,0,46,43,79,17,20,0,20,48,0,0,0,120,0,16,0,15,31,18,0,34,20,0,0,90,0,34,32,0,0,58,0,66,67,69,81,0,97,53,0,16,0,17,49,18,33
1500000US360050200004,360050200004,"Block Group 4, Census Tract 200, Bronx County, New York",1963,862,1101,58,72,70,12,54,0,0,28,45,131,128,109,38,78,0,13,0,13,7,6,0,0,0,127,94,67,108,0,0,54,64,63,83,86,95,29,72,33,23,0,10,14,27,23,8,21
1500000US360050379005,360050379005,"Block Group 5, Census Tract 379, Bronx County, New York",1823,953,870,149,113,101,42,23,10,33,68,127,74,0,0,22,58,72,10,9,11,31,0,0,0,0,154,31,59,13,47,0,0,53,134,45,107,39,89,8,46,36,9,0,0,0,0,0,0
1500000US360050193003,360050193003,"Block Group 3, Census Tract 193, Bronx County, New York",1847,760,1087,84,85,105,50,0,0,0,81,118,97,20,8,0,0,0,26,0,0,0,0,86,0,0,102,68,154,74,50,14,0,31,0,109,108,104,11,20,67,0,7,20,17,18,60,53,0
1500000US360050025001,360050025001,"Block Group 1, Census Tract 25, Bronx County, New York",1045,497,548,59,0,51,0,22,0,0,36,68,13,0,72,56,39,23,0,23,0,0,19,16,0,0,42,0,51,44,32,34,0,71,56,44,0,65,61,11,8,29,0,0,0,0,0,0,0
1500000US360050239002,360050239002,"Block Group 2, Census Tract 239, Bronx County, New York",1192,554,638,96,0,21,35,0,0,47,32,30,37,74,90,45,0,0,0,0,47,0,0,0,0,0,0,38,20,23,33,0,0,27,79,88,36,0,97,23,40,61,37,0,0,36,0,0,0
1500000US360050177013,360050177013,"Block Group 3, Census Tract 177.01, Bronx County, New York",1430,741,689,104,27,32,0,18,0,7,49,31,0,0,52,70,16,77,0,48,75,32,33,34,28,8,27,0,53,30,6,12,0,0,96,16,41,17,0,58,6,8,82,0,16,39,0,61,121
1500000US360050391006,360050391006,"Block Group 6, Census Tract 391, Bronx County, New York",1398,906,492,27,201,130,5,37,0,0,22,145,90,52,27,73,54,0,26,0,0,0,0,0,0,17,0,18,52,35,0,60,0,52,60,0,57,41,30,11,0,48,28,0,0,0,0,0,0
1500000US360050199004,360050199004,"Block Group 4, Census Tract 199, Bronx County, New York",2353,912,1441,82,0,18,103,26,0,37,20,163,41,73,0,69,20,113,0,30,0,0,104,13,0,0,127,165,73,66,0,0,0,67,108,134,85,101,89,42,95,39,28,99,27,47,0,0,49
1500000US360050183012,360050183012,"Block Group 2, Census Tract 183.01, Bronx County, New York",976,451,525,0,28,18,0,9,14,0,12,0,0,27,44,94,19,55,22,18,0,17,21,29,0,24,9,0,20,0,12,74,14,0,25,44,26,39,69,34,13,29,0,8,20,40,49,0,0
1500000US360050212003,360050212003,"Block Group 3, Census Tract 212, Bronx County, New York",1445,652,793,28,105,56,0,13,0,0,0,11,66,59,15,61,24,38,19,74,0,0,15,0,68,0,0,41,28,22,7,30,0,0,42,23,126,16,81,59,131,36,59,16,0,0,0,76,0
1500000US360050218001,360050218001,"Block Group 1, Census Tract 218, Bronx County, New York",1762,735,1027,84,117,0,36,57,23,0,29,129,50,0,49,20,58,0,0,21,23,39,0,0,0,0,120,45,41,70,16,0,30,118,79,42,71,146,43,88,28,19,23,0,0,24,0,24,0
1500000US360050144004,360050144004,"Block Group 4, Census Tract 144, Bronx County, New York",1101,515,586,104,122,0,27,27,0,33,80,0,23,0,0,66,0,0,0,0,33,0,0,0,0,0,0,74,0,2,0,0,0,60,34,70,64,0,92,48,41,15,33,0,15,0,38,0,0
1500000US360050199005,360050199005,"Block Group 5, Census Tract 199, Bronx County, New York",1247,711,536,51,79,105,22,22,0,0,0,0,90,86,113,21,31,26,33,0,32,0,0,0,0,0,40,42,86,29,0,22,0,0,23,43,75,19,62,31,27,0,0,24,0,0,0,13,0
1500000US360050210013,360050210013,"Block Group 3, Census Tract 210.01, Bronx County, New York",764,462,302,26,104,30,0,0,0,19,0,21,31,39,23,33,0,55,28,39,14,0,0,0,0,0,0,15,0,0,0,0,34,0,65,17,46,61,0,0,55,0,9,0,0,0,0,0,0
1500000US360050213021,360050213021,"Block Group 1, Census Tract 213.02, Bronx County, New York",1709,574,1135,67,0,0,31,0,67,26,16,91,37,85,16,56,0,0,0,0,17,0,19,46,0,0,109,192,105,62,36,0,0,26,84,109,28,116,0,0,154,0,62,0,10,0,42,0,0
1500000US360050289001,360050289001,"Block Group 1, Census Tract 289, Bronx County, New York",1021,596,425,29,0,11,63,12,0,0,0,44,64,61,197,15,0,12,0,28,0,0,10,30,20,0,66,0,0,0,0,0,0,0,26,29,56,20,66,21,32,0,11,0,10,51,12,0,25
1500000US360050092003,360050092003,"Block Group 3, Census Tract 92, Bronx County, New York",2433,1125,1308,90,94,36,51,45,0,0,128,103,31,114,104,63,112,47,26,18,10,31,0,8,14,0,112,83,79,117,14,25,12,52,81,134,113,98,105,102,64,41,17,0,0,10,38,11,0
1500000US360050413006,360050413006,"Block Group 6, Census Tract 413, Bronx County, New York",1262,542,720,10,0,71,44,0,15,0,94,114,43,24,0,22,0,24,14,40,0,1,0,0,26,0,0,53,81,42,40,0,0,1,127,44,28,17,127,40,35,0,39,19,0,15,12,0,0
1500000US360050181024,360050181024,"Block Group 4, Census Tract 181.02, Bronx County, New York",1244,606,638,56,31,24,32,0,0,6,14,70,11,40,63,23,70,20,8,40,44,28,17,9,0,0,58,15,68,0,9,0,0,18,34,60,44,32,74,85,50,0,7,45,0,12,0,8,19
1500000US360050391004,360050391004,"Block Group 4, Census Tract 391, Bronx County, New York",1526,741,785,0,65,98,61,49,58,0,0,103,55,0,92,28,132,0,0,0,0,0,0,0,0,0,154,50,0,22,0,63,0,0,170,122,33,56,48,14,0,0,17,0,0,36,0,0,0
1500000US360050068002,360050068002,"Block Group 2, Census Tract 68, Bronx County, New York",783,421,362,21,24,110,2,0,0,0,25,45,0,50,56,36,20,21,0,0,11,0,0,0,0,0,25,36,25,67,0,14,14,0,10,33,26,13,20,19,0,0,7,33,0,0,20,0,0
1500000US360050256002,360050256002,"Block Group 2, Census Tract 256, Bronx County, New York",868,372,496,40,32,9,5,4,27,18,6,95,3,68,5,41,0,0,0,0,0,3,12,0,4,0,115,2,42,3,16,0,5,51,80,35,17,11,36,5,10,12,9,15,3,13,1,4,11
1500000US360050092002,360050092002,"Block Group 2, Census Tract 92, Bronx County, New York",844,460,384,102,50,31,13,9,0,12,0,28,34,70,35,0,34,0,0,0,0,0,0,21,21,0,12,28,41,17,0,0,0,14,99,19,30,0,18,35,32,0,0,10,0,20,0,0,9
1500000US360050251007,360050251007,"Block Group 7, Census Tract 251, Bronx County, New York",702,402,300,33,66,0,0,18,0,21,16,0,0,60,36,49,20,15,0,0,0,17,32,19,0,0,39,0,0,0,0,0,0,0,41,0,33,38,17,25,30,30,0,0,0,0,33,0,14
1500000US360050449012,360050449012,"Block Group 2, Census Tract 449.01, Bronx County, New York",897,427,470,11,33,38,23,0,0,7,0,62,25,26,23,0,59,7,11,8,8,6,26,11,35,8,7,5,32,6,6,13,5,24,36,45,52,11,28,21,32,0,12,6,19,39,23,27,21
